Record Number,Series #,Reason for this Series,Runs of Interest,Run Type,Other Run Type,Log Book #,Log Book Page #,Start Date/Time,End Date/Time,Entered By,SB ID,Mirror Voltage,Beam,Detector Voltage,Dire Warning,Comments,Disk,Config
1155,199,calibration runs while working on SBD problem,,Calibration,,3,178,2009-05-31 14:37:00-04,,JSN,,0,On,0,,Rx up; still having SBD problem,Data0013,
1157,200,calibration runs while working on SBD problem,,Calibration,,3,178,2009-05-31 17:37:00-04,,JSN,,0,On,0,,Rx up; still having SBD problem,Data0013,
1158,201,SBD cooling down,,Other,cooldown,3,180,2009-06-01 10:45:00-04,,JSN,42-117C,0,On,-25000,,"first SBD run with old, 1.0 mm SBD; still cooling",Data0013,
1159,202,,,Production,cooldown,3,182,2009-06-01 19:52:00-04,2009-06-02 08:05:00-04,HB,42-117C,0,On,-25000,,"sequence: 
- 3 calibration runs (600 sec) regular APDs + SB 
- 1 calibration run (600 sec) bare APDs 
- 6 coincidence production runs (7200 sec each)",Data0013,0x65556555
1160,203,,,Production,cooldown,3,183,2009-06-02 09:30:00-04,2009-06-02 15:05:00-04,HB,42-117C,0,On,-25000,some 1/v detector gains changed,,Data0013,0x65556555
1161,204,mirror HV series,,Calibration,,3,183,2009-06-02 18:06:00-04,2009-06-02 15:05:00-04,HB,42-117C,999999,On,-25000,some 1/v detector gains changed,"runs 0 to 3: 30 V mirror; calibration trigger 
run 4: 60 V mirror; coincidence trigger from here on 
run 5: 120 V mirror 
run 6: 10 V mirror 
run 7: 20 V mirror 
run 8: 90 V mirror 
run 9: 500 V mirror 
run 10: 1000 V mirror 
run 11: 1400 V mirror 
run 12: 700 V mirror 
run 13: 300 V mirror 
run 14: 200 V mirror 
run 15: 70 V mirror 
run 16: 40 V mirror",Data0013,0x65556555
1162,205,,,Production,,3,184,2009-06-02 20:45:00-04,,JSN,42-117C,0,On,-25000,,,Data0013,0x65556555
1163,206,new disk drive,,Production,,3,185,2009-06-04 15:15:00-04,2009-06-05 13:45:00-04,HB,42-117C,0,On,-25000,,,Data0014,0x65556555
1164,207,,,Production,,3,185,2009-06-05 14:40:00-04,2009-06-08 14:00:00-04,HB,42-117C,1400,On,-25000,,,Data0014,0x65556555
1165,208,Source calibration of SB detector,3 and 5,Calibration,,3,188,2009-06-08 14:45:00-04,2009-06-08 15:15:00-04,HB,42-117C,1400,On,-25000,,"run 3: 241-Am source 
run 5: 57-Co source 
other runs garbage",Data0014,0x65556555
1167,209,"proton det. background, HV off!","scalers, run 0-2",Calibration,,3,188,2009-06-08 15:30:00-04,2009-06-08 15:56:00-04,HB,42-117C,0,On,0,SB detctor cooling down,"electron background rate with beam on but 
proton HV off.",Data0014,0x65556555
1166,210,check mirror voltage dependence,3 and 5,Calibration,,3,188,2009-06-08 16:10:00-04,2009-06-08 17:03:00-04,HB,42-117C,1400,On,-25000,SB detctor cooling down,"SB detector still cooling down from source runs; 
""proton"" rate is ~3000 Hz instead of ~ 600 normally 
run 1: 0 V mirror; coincidence trigger runs 1-3 
run 2: 30 V mirror 
run 3: 90 V mirror",Data0014,0x65556555
1168,211,,,Production,,3,189,2009-06-08 17:05:00-04,,HB,42-117C,300,On,-25000,SB detctor cooling down,"since SB detector is still cooling 
down: ""proton"" rate is high, thus random 
background will be high for first runs.",Data0014,0x65556555
1169,212,,,Production,,3,189,2009-06-10 15:55:00-04,2009-06-12 12:46:00-04,HB,42-117C,0,On,-25000,,,Data0014,0x65556555
1170,213,,,Production,,3,190,2009-06-11 13:27:00-04,2009-06-11 15:44:00-04,HB,42-117C,1400,On,-25000,,,Data0014,0x65556555
1172,214,,,Production,,3,192,2009-06-11 17:27:00-04,2009-06-15 16:45:00-04,HB,42-117C,1400,On,-25000,change some APD HVs; changed bAPD .ini gains,"changed 3 APD HVs slightly (#7,9,11); 
changed .ini files for bare APD gains to 
make them consistent with calibration .ini files.",Data0014,0x65556555
1171,215,,,Production,,3,193,2009-06-15 16:50:00-04,,HB,42-117C,1400,On,-25000,,New Disk Data0015,Data0015,0x65556555
1174,216,,,Production,,3,193,2009-06-17 11:55:00-04,,JSN,42-117C,300,On,-25000,,,Data0015,0x65556555
1173,217,,,Production,,3,195,2009-06-20 09:50:00-04,,JSN,42-117C,300,On,-25000,,,Data0015,0x65556555
1175,218,,,Production,,3,195,2009-06-21 16:43:00-04,,HB,42-117C,300,On,-25000,TAC instead of B-APD1,"after removing bare APD1, installed TAC signal in 
board 1, channel 7",Data0015,0x65554555
1178,219,,,Production,,3,195,2009-06-20 18:30:00-04,,HB,42-117C,0,On,-25000,TAC instead of B-APD1,"after removing bare APD1, installed TAC signal in 
board 1, channel 7",Data0015,0x65554555
1177,220,mirror voltage ramp,,Test,,3,196,2009-06-22 12:17:00-04,,JSN,42-117C,0,On,-25000,,,Data0015,0x65556555
1176,221,,,Production,,3,198,2009-06-22 21:41:00-04,,JSN,42-117C,150,On,-25000,,,Data0015,0x65556555
1179,222,,,Production,,3,198,2009-06-23 19:10:00-04,,JSN,42-117C,0,On,-25000,,,Data0015,0x65556555
1180,223,,,Production,,3,198,2009-06-25 07:00:00-04,,JSN,42-117C,1400,On,-25000,,,Data0015,0x65556555
1181,224,,,Production,,4,1,2009-06-25 18:16:00-04,,JSN,42-117C,150,On,-25000,,,Data0015,0x65556555
1182,225,Monitoring after changing SBDs,,Monitor,,4,2,2009-06-27 12:30:00-04,,JSN,42-117A,0,Off,0,,"SBD 42-117C died. Leakage went to about 26nA and trace was 
very noisy. Gave the detector about 75 min of dry air before 
replacing with SBD 42-117A",Data0015,0x65556555
1183,226,new SBD; waiting for Rx to come up,,Test,,4,3,2009-06-29 08:40:00-04,,JSN,42-117A,0,Off,-25000,,"Rx off; shutted closed; ""new"" 1.0 mm SBD - but 
uncalibrated and not gain adjusted yet",Data0015,0x65556555
1184,227,first run with different 1.0mm SBD,,Production,,4,5,2009-06-29 17:14:00-04,,JSN,42-117A,1400,On,-25000,,"Rx back up after being down over weekend; ""new"" 1.0 mm SBD",Data0015,0x65556555
1186,228,change disk,,Production,,4,5,2009-06-30 15:00:00-04,,JSN,42-117A,1400,On,-25000,,changed disk,Data0016,0x65556555
1185,229,,,Production,,4,6,2009-07-01 15:00:00-04,,HB,42-117A,0,On,-25000,,,Data0016,0x65556555
1187,230,"bAPD calibration, det 2,4",,Calibration,,4,6,2009-07-02 15:00:00-04,,HB,42-117A,0,On,-25000,,changed bAPDs #2 and 4 replacing 1 and 3,Data0016,0x65556555
1188,231,,,Production,,4,8,2009-07-02 15:25:00-04,,JSN,42-117A,0,On,-25000,,,Data0016,0x65556555
1189,232,test with ramping mirror and Pb shield,,Test,,4,8,2009-07-02 19:02:00-04,,JSN,42-117A,9999999,On,-25000,,"Trigger on e isnteadof usual e-p; TAC input 
run 0: garbage 
run 1: mirror = 0V / Pb-aperture= 0V 
run 2: 0V / 20V 
run 3: 0V / 50V 
run 4: 0V / 300V 
run 5: 0V / 1000V 
run 6: 0V / 100V 
run 7: 0V / 100V 
run 8: 1400V/ 100V 
run 9: 1400V/ 50V 
run10: 300V/ 50V 
run11: 150V/ 50V",Data0016,0x65556555
1191,233,,,Production,,4,10,2009-07-02 22:45:00-04,,JSN,42-117A,0,On,-25000,,Trigger on e isnteadof usual e-p; TAC input,Data0016,0x65556555
1192,234,Rx down during run,,Production,,4,10,2009-07-04 11:00:00-04,,JSN,42-117A,1400,On,-25000,,Trigger on e isnteadof usual e-p,Data0016,0x65556555
1193,235,Rx down,,Test,,4,11,2009-07-06 07:30:00-04,,JSN,42-117A,1400,Off,-25000,,Trigger on e isnteadof usual e-p; Rx down,Data0016,
1194,236,Rx down;Fe calibration for bAPDs,,Calibration,,4,12,2009-07-06 12:52:00-04,,JSN,42-117A,0,Off,-25000,,"Trigger all 4 bAPDs; Rx down 
magnet still at 110A",Data0016,
1195,237,Rx down;Co-57 and Am-241 calibration of SBD,,Calibration,,4,12,2009-07-06 13:38:00-04,,JSN,42-117A,0,Off,0,,"Rx down 
run 0: 241Am source, but no event data to disk 
run 1: 57Co source, events to disk 
run 3: 241Am source, events to disk 
run 4: 241Am source, events to disk",Data0016,
1196,238,Rx down; bare APDs as function of magnet current,,Calibration,,4,13,2009-07-06 14:28:00-04,,HB,42-117A,0,Off,0,,"run O: magnet 110 A 
run 1: magnet 70 A 
run 2: magnet 30 A 
run 3: magnet 20 A 
run 4: magnet 10 A 
run 5: magnet 0 A 
run 6: magnet 0 A, higher thresholds, lower dead time 
run 7: temperature monitor during first 35 min warmup",Data0016,
1197,239,warm up: monitor run,,Monitor,,4,14,2009-07-06 16:45:00-04,,HB,42-117A,0,Off,0,,,Data0016,
1198,240,monitor run,,Monitor,,4,15,2009-07-08 19:36:00-04,,JSN,42-117A,0,Off,0,,,Data0016,
1199,241,monitor run,,Monitor,,4,17,2009-07-14 08:55:00-04,,JSN,42-117A,0,Off,0,,,Data0016,
1200,242,APD bias on; B=110A,,Test,,4,21,2009-07-20 14:25:00-04,,JSN,42-117A,0,Off,0,,,Data0016,
1202,243,Rx off but running as normal,,Test,,4,23,2009-07-20 18:43:00-04,,JSN,42-117A,0,Off,0,There are two S243 runs on log book page 23.,,Data0016,
1205,244,Rx off; SBD on; trigger back to ep (from e...I hope),,Test,,4,23,2009-07-21 17:30:00-04,2009-07-20 18:43:00-04,JSN,42-117A,0,Off,0,,,Data0016,
1203,245,Rx on; test of APDs with B=0,,Calibration,,4,24,2009-07-23 10:20:00-04,,JSN,42-117A,0,On,0,,,Data0016,
1204,246,Rx on; test of APDs with B=110A to compare w/S245,,Calibration,,4,24,2009-07-23 11:30:00-04,,JSN,42-117A,0,On,0,,,Data0016,
1206,247,First run of Cycle 7; 3 bAPDs,,Production,,4,26,2009-07-23 14:00:00-04,,JSN,42-117A,0,On,-25000,,,Data0016,0x65556565
1207,248,,,Production,,4,26,2009-07-25 11:00:00-04,,JSN,42-117A,1400,On,-25000,Rx down at start of run,,Data0017,0x65556565
1208,249,Monitor run due to OVC leak,,Monitor,,4,27,2009-07-26 12:00:00-04,,JSN,42-117A,0,Off,0,,,Data0017,
1209,250,APDs on SBD offLHe cooling to LN2; LN2 warm,,Monitor,,4,30,2009-07-28 17:20:00-04,,JSN,42-117A,0,Off,0,,,Data0017,
1211,251,APDs on SBD off; LHe stack warming; LN2 warm,,Test,,4,30,2009-07-29 10:10:00-04,,JSN,42-117A,0,Off,0,,,Data0017,
1213,252,B=110A beam on but waiting,,Test,,4,34,2009-07-30 12:00:00-04,,JSN,42-117A,0,On,-25000,,,Data0017,0x65556565
1212,253,First run after bellows leak,,Production,,4,35,2009-07-30 16:40:00-04,2009-08-05 11:00:00-04,JSN,42-117A,1400,On,-25000,HV trip near end,"- at beginning: APD gain probably still changing 
- ~7 hours before end: 25 kV HV trip.",Data0017,0x65556565
1214,254,,,Test,,4,37,2009-08-05 12:57:00-04,,HB,42-117A,1400,On,-25000,,"APD HVs changed; calibration runs to evaluate gain changes 
mirror HV at several different settings during series.",Data0017,
1216,255,get TAC time spectra for different mirror HVs,,Calibration,,4,38,2009-08-05 15:15:00-04,,HB,42-117A,999999,On,-25000,,"only coincidence runs with TAC after run 2 in board 1, channel 7: 
run 0: mirror = +400 V 
run 1: +700V 
run 2: -500V 
run 3: -500V (now TAC in 1/7) 
run 4: -1000V 
run 5: -1500V (last ~2 min of run mirror changes -1500->0V 
run 6: +-0V 
run 7: +1400V 
run 8: +1800V; 25KV tripped near end of run",Data0017,0x65556565
1217,256,,,Production,,4,39,2009-08-05 18:02:00-04,,HB,42-117A,1400,On,-25000,,,Data0017,0x65556565
1218,256,"New disk, but duplicate Series and runs",,Production,,4,39,2009-08-08 14:31:00-04,,HB,42-117A,1400,On,-25000,duplicate Series number and runs,"when changing disk the series number was not changed.The 
automatic run numbers started again at run 0. Maybe we should 
change the series number later by hand.",Data0018,0x65556565
1219,257,spaceholder for possible renaming of second series 256,,Other,,4,40,2009-08-08 14:31:00-04,,HB,42-117A,1400,On,-25000,,,Data0018,0x65556565
1220,258,,,Production,,4,40,2009-08-09 14:01:00-04,2009-08-11 14:40:00-04,HB,42-117A,1400,On,-25000,,no change from series 256,Data0018,0x65556565
1222,259,,,Calibration,,4,41,2009-08-12 15:23:00-04,,HB,42-117A,999999,On,-25000,,"with TAC in card 1, channel 7; only coincidence data 
run 0: 1800V (eighteen hundred) 
run 1: 1000V (thousand)",Data0018,0x65554565
1221,260,,,Production,,4,42,2009-08-12 17:18:00-04,,HB,42-117A,1400,On,-25000,HV trip during run (last ~32 hours),no change from series 258,Data0018,0x65556565
1223,261,,,Production,,4,43,2009-08-17 07:15:00-04,2009-08-18 14:36:00-04,HB,42-117A,1400,On,-25000,,no change from series 261,Data0018,0x65556565
1224,262,,,Production,,4,43,2009-08-18 14:36:00-04,,HB,42-117A,1800,On,-25000,,"new, increased, mirror HV",Data0018,0x65556565
1225,263,,,Production,,4,44,2009-08-21 07:20:00-04,,HB,42-117A,1800,On,-25000,,new disk drive,Data0019,0x65556565
1226,264,,,Production,,4,44,2009-08-21 07:20:00-04,,HB,42-117A,0,On,-25000,,new mirror HV (0v),Data0019,0x65556565
1227,265,,,Production,,4,46,2009-08-25 15:37:00-04,,JSN,42-117A,1400,On,-25000,,new mirror HV (1400v),Data0019,0x65556565
1228,266,,3 and 4,Calibration,,4,46,2009-08-26 15:51:00-04,,HB,42-117A,1400,Off,0,source calibrations of SB detector,Am-241 and Co-57,Data0019,0x65556565
1230,267,,,Production,,4,47,2009-08-26 18:02:00-04,,HB,42-117A,1400,On,-25000,New beam aperture; beginning SB still warmer/noisy,"we changed the upstream beam aperture from 1.00"" Li-Glass 
to 0.75"" (Li-Plastic glued onto Li-Glass); 
SB detector still a bit more noisy at beginning 
probably due to elevated temperature after source calibration.",Data0019,0x65556565
1229,268,,,Calibration,,4,48,2009-08-27 12:29:00-04,,HB,42-117A,9999999,On,-25000,"changing mirror, TAC spectrum","0.75"" beam aperture; 
TAC spectra in board 1, channel 7 (bare APD 1 removed) 
different mirror voltages 
run 0 : 0V 
run 1 : 300 V 
run 2 : 1000 V 
run 3 : 1400 V 
run 4 : 1800 V",Data0019,0x65554565
1231,269,,,Test,,4,49,2009-08-27 16:22:00-04,,HB,42-117A,1400,On,-25000,,"0.75"" beam aperture. 
forgot to remove TAC spectrum; 2 calibration runs",Data0019,0x65554565
1232,270,,,Production,,4,49,2009-08-27 16:38:00-04,,HB,42-117A,1400,On,-25000,,"0.75"" beam aperture",Data0019,0x65556565
1233,271,"B=0 run; C1=0.75""",,Test,,4,49,2009-08-28 14:29:00-04,,JSN,42-117A,1400,On,-25000,B=0,"0.75"" beam aperture",Data0019,
1234,272,do something while oxygenating the SBD,,Test,,4,50,2009-08-28 16:25:00-04,,JSN,42-117A,0,Off,0,SBD dead,SBD dead; HV=0=mirror; B=0; APDs on,Data0019,
1235,273,monitor run while warming,,Monitor,,4,51,2009-08-31 09:45:00-04,,JSN,42-117A,0,Off,0,,Rx off,Data0019,
1236,274,monitor run while cooling (we hope),,Monitor,,4,57,2009-09-08 12:00:00-04,,JSN,42-117A,0,Off,0,,Rx off,Data0019,
1237,275,cooling to LHe; detector on,,Other,,4,58,2009-09-09 15:50:00-04,,JSN,42-117A,0,Off,0,,Rx off; SBD off; APDs cooling,Data0019,
1238,276,cooling to LHe; detector on; SDB just turned on,,Other,,4,58,2009-09-10 07:35:00-04,,JSN,42-117A,0,Off,0,,Rx off; SBD on; APDs still cooling,Data0019,
1240,277,SB background,0-3,Calibration,,4,59,2009-09-10 11:58:00-04,,HB,42-117A,0,On,0,APDs still cooling down,"beam on, magnet off, HV off, detectors all on 
only first 4 calibration-trigger runs useful 
mirror grounded (0V)",Data0019,
1241,278,SB background,,Calibration,,4,60,2009-09-10 12:55:00-04,,HB,42-117A,0,On,0,APDs still cooling down,"SB background calibration 
magnet off, 25 KV off 
ep-trigger 
still 0.75"" beam aperture 
TAC in card 2, ch 7 (yes, card 2 by mistake)",Data0019,
1242,279,SB background,,Calibration,,4,60,2009-09-10 14:46:00-04,,HB,42-117A,0,On,0,"APDs still cooling down, e-trigger","SB background calibration 
magnet off, 25 KV off 
new trigger: e only required 
still 3/4"" beam aperture 
TAC in card 2, ch 7",Data0019,
1243,280,SB background,,Calibration,,4,61,2009-09-10 17:55:00-04,,HB,42-117A,0,On,0,"APDs cooling, new 1"" beam aperture, TAC input change","SB background calibration 
magnet off, 25 KV off 
still e only required 
new 1"" beam aperture 
TAC in card 1, ch 7 (changed from previous) 
still mirror grounded (0V)",Data0019,
1244,281,first run this period with magnet,,Calibration,,4,63,2009-09-11 13:48:00-04,,HB,42-117A,0,On,-19000,APDs still cooling down,"get TOF with 0V mirror before anything goes wrong 
magnet ON, 19 kV 
still e only required 
TAC in card 1, ch 7 
still mirror grounded (0V)",Data0019,
1245,282,,,Calibration,,4,64,2009-09-11 16:08:00-04,,HB,42-117A,0,On,-25000,APDs still cooling down,"get TOF with 0V mirror; before anything goes wrong 
magnet ON, 25 kV 
still e only required 
TAC in card 1, ch 7 
still mirror grounded (0V)",Data0019,
1246,283,,,Production,,4,65,2009-09-11 18:15:00-04,,HB,42-117A,0,On,-25000,APDs still cooling down,"still mirror grounded (0V) 
note that APDs still ~ 15% below final gain 
at beginning of Series",Data0019,0x65556565
1247,284,,,Production,,4,66,2009-09-12 11:10:00-04,,HB,42-117A,0,On,-25000,new disk,"still mirror grounded (0V) 
APD gain probably close to final",Data0020,0x65556565
1248,285,,,Calibration,,4,67,2009-09-13 17:03:00-04,,HB,42-117A,999999,On,-25000,,"small APD HV adjustment before starting 
run 0,1 garbage 
run 2: mirror = +2.4 V (nominally 0) 
run 3: +29.6V mirror 
run 4: +59.6V 
run 5: +89.7V 
run 6: +39.7V 
run 7: +19.7V 
run 8: + 9.7V 
run 9: -30.5V 
run10: -90 V 
run11: -10.3V 
run12: 0.0V (grounded mirror) 
run13: +119.7V 
run14: +159.7V 
run15: +179.7V",Data0020,0x65556565
1249,286,,,Production,,4,70,2009-09-13 22:50:00-04,,JSN,42-117A,0,On,-25000,,,Data0020,0x65556565
1250,287,,,Production,,4,70,2009-09-14 09:55:00-04,,JSN,42-117A,150,On,-25000,,,Data0020,0x65556565
1251,288,,,Calibration,,4,71,2009-09-15 11:47:00-04,,HB,42-117A,999999,On,-25000,,"varying mirror HV; e-only trigger 
run mirror 
0 +150 V 
1 + 90 
2 + 30 
3 - 30 
4 - 90 
5 -200 
6 0 (grounded) 
7 + 60 
8 +180 
9 +300 
10 -300 
11 -400 
12 -700 
13 -500 
14 -150 
15 -120 
16 - 60 
17 0 (grounded) 
18 +1400 
19 +1000 
20 + 700 
21 + 500 V",Data0020,0x65556565
1252,289,,,Production,,4,73,2009-09-15 19:39:00-04,,HB,42-117A,1400,On,-25000,,,Data0020,0x65556565
1253,290,,,Production,,4,75,2009-09-18 13:25:00-04,,HB,42-117A,1400,On,-25000,,noise reduced on 1/r detectors,Data0020,0x65556565
1254,291,,,Production,,4,75,2009-09-18 17:05:00-04,,HB,42-117A,1400,On,-25000,,"additional scaler, initially in c14, then in C15 (changed during run 1) 
new scaler is TAC SCA output, used for visual ep counting",Data0020,0x65556565
1255,292,,,Production,,4,77,2009-09-20 18:35:00-04,,HB,42-117A,1400,On,-25000,Beam off during last hours,"before starting: shut down HV; during rampup two trips; ramp 
up very slowly. 
Beam went off around 9 am during data taking.",Data0020,0x65556565
1256,293,,,Monitor,,4,79,2009-09-24 14:46:00-04,,HB,42-117A,0,Off,0,,brief series for warmup monitoring,Data0020,
1257,294,,,Monitor,,4,79,2009-09-24 15:18:00-04,,HB,42-117A,0,Off,0,,warmup temperature monitoring,Data0020,
1259,295,APDs on; SBD off; LHe cooling,,Other,,4,86,2009-10-02 17:17:00-04,,JSN,42-117A,0,Off,0,,B=110; Rx off; APDs on,Data0020,
1260,296,APDs on; SBD on butdisconnected; LHe cooling,,Other,,4,86,2009-10-03 13:05:00-04,,JSN,42-117A,0,On,0,"Chs. 9,13, and14 tripped on current",B=110; Rx off; APDson; SBD disconnected,Data0020,
1261,297,APDs on; SBD on; LHe cooling,,Other,,4,87,2009-10-05 09:20:00-04,,JSN,42-117A,0,Off,0,,B=110; Rx off; APDs on;,Data0020,
1262,298,mirror voltage scan,,,,4,89,2009-10-05 12:42:00-04,,HB,42-117A,9999999,On,-99999,also change in Bertan HV!,"run 0: Bertan: 0v; Mirror: ground; beam on 
run 1: Bertan: 0V; Mirror: ground; beam off 
run 2: Bertan: -22.5kV; 
run 3ff: Bertan: -25.0kV; beam on 
run 3,4: mirror grounded 
run 5: -90V on mirror 
run 6: -30V 
run 7: +30V 
run 8: +60V 
run 9: +300 V, but beam goes off 
run 10: +300 V, beam on/off",Data0020,
1263,299,,,,,4,92,2009-10-05 21:15:00-04,,HB,42-117A,0,On,-25000,beam off,reactor off,Data0020,
1264,300,,,Other,,4,93,2009-10-06 12:59:00-04,,HB,42-117A,0,On,-25000,no beam; bareAPD gains changed,"Reactor off, beamline open. 
Bare APD conversion gains changed from 1000 mV 
full scale to 400 mV (50 keV to 20 keV).",Data0020,
1265,301,Rx still down,,Other,,4,93,2009-10-06 15:53:00-04,,JSN,42-117A,0,Off,-25000,no beam,"Reactor off, beamline open.",Data0020,
1266,302,,,Production,,4,94,2009-10-07 08:45:00-04,,JSN,42-117A,0,On,-25000,,first run after Rx down,Data0020,
1268,303,mirror voltage scan,,,,4,94,2009-10-07 10:36:00-04,,HB,42-117A,9999999,On,-25000,,"run 0: mirror 0V (grounded 
run 1: +180V 
run 2: +1400V 
run 3: +1000V (gain ampl. 7.00) 
run 4: +1000V (gain 7.75) 
run 5: +1000V (gain 8.50) 
run 6: +1000v (gain 7.00) 
run 7: +700V 
run 8: +500V 
run 9: +60V 
run 10: +300v 
run 11: +150V 
run 12: +120V 
run 13: + 90V 
run 14: BGO calibrations, no event file created 
run 15: -300V 
run 16: - 60V 
run 17: - 40V 
run 18: - 20V 
run 19: - 10V 
run 20: 0V (grounded)",Data0020,
1269,304,,,Production,,4,97,2009-10-07 21:15:00-04,,HB,42-117A,1400,On,-25000,new disk,"new disk; 
BGO HVs have been adjusted before series started.",Data0021,0x65556565
1270,305,,,Production,,4,98,2009-10-08 15:10:00-04,,JSN,42-117A,1400,On,-25000,,contination of S304; slight amp gain tweak on Up and West 1/v channels,Data0021,0x65556565
1271,306,,,Monitor,,4,100,2009-10-12 13:00:00-04,,JSN,42-117A,0,Off,0,,waiting to resolve SBD problem; B =110; no SBD signal,Data0021,0x65556565
1272,307,,,Monitor,,4,101,2009-10-13 16:18:00-04,,JSN,47-113B,0,Off,0,,still working on SBD problem; B =110; no SBD signal,Data0021,0x65556565
1274,308,,,Monitor,,4,103,2009-10-14 15:10:00-04,,JSN,47-113B,0,Off,0,,waiting to resolve SBD problem; B =110; no SBD signal,Data0021,0x65556565
1273,309,,,Monitor,,4,104,2009-10-16 16:30:00-04,,JSN,47-113B,0,Off,0,,waiting to resolve SBD problem; B =0; no SBD signal,Data0021,
1276,310,,,Production,,4,107,2009-10-19 14:50:00-04,,JSN,48-162B,0,On,-25000,,"first run with aCORN loaner SBD; may still be cooling; 
proton peak position may need to be adjusted",Data0021,0x65556565
1277,311,mirror voltage scan,,Calibration,,4,109,2009-10-20 16:04:00-04,,HB,48-162B,999999,On,-25000,,"mirror voltage scan with TOF and e-trigger 
(reduced proton gain) 
run 0: 1400 V mirror, but bAPD calibration run 
run 1: 1400 V mirror, TOF date 
run 2: 0V garbage 
run 3: 0V (grounded) 
run 4: -30.5 V 
run 5: -90 V 
run 6: +29.7V 
run 7: +9.7V 
run 8: +19.7V 
run 9: +59.7V 
run10: +300 V 
run11: +150 V 
run12: + 90 V 
run13: +120 V 
run14: +180 V 
run15: +500 V 
run16: +700 V 
run17: +1000V 
run18: +1400V",Data0021,0x65556565
1285,312,mirror voltage scan,,Calibration,,4,109,2009-10-20 16:04:00-04,,HB,48-162B,999999,On,-25000,,"mirror voltage scan with TOF and e-trigger 
(reduced proton gain) 
run 0: 1400 V mirror, but bAPD calibration run 
run 1: 1400 V mirror, TOF date 
run 2: 0V garbage 
run 3: 0V (grounded) 
run 4: -30.5 V 
run 5: -90 V 
run 6: +29.7V 
run 7: +9.7V 
run 8: +19.7V 
run 9: +59.7V 
run10: +300 V 
run11: +150 V 
run12: + 90 V 
run13: +120 V 
run14: +180 V 
run15: +500 V 
run16: +700 V 
run17: +1000V 
run18: +1400V",Data0021,0x65556565
1278,313,,,Production,,4,114,2009-10-20 23:40:00-04,,HB,48-162B,1400,On,-25000,,,Data0021,0x65556565
1279,314,,,Production,,4,115,2009-10-23 14:17:00-04,,JSN,48-162B,1400,On,-25000,Rx down during run,,Data0022,0x65556565
1280,315,data run while Rx down,,Other,,4,116,2009-10-24 11:05:00-04,,JSN,48-162B,0,Off,-15000,,"Run while Rx is down because of lacking of cooling); 
room temp is high; HV =-15kV",Data0022,0x65556565
1281,316,,,Production,,4,116,2009-10-26 10:50:00-04,,JSN,48-162B,0,On,-25000,,"First run after Rx back up; note that vacuum proton is 
starting out much lower than when we stopped for the weekend 
shutdown",Data0022,0x65556565
1282,317,,,Production,,4,117,2009-10-27 09:03:00-04,,JSN,48-162B,1400,On,-25000,,,Data0022,0x65556565
1283,318,after flush of mirror (1400-> 0-> 1400),,Production,,4,118,2009-10-29 11:40:00-04,,JSN,48-162B,1400,On,-25000,,zero'd mirro voltage between this series and previous,Data0022,0x65556565
1284,319,after flush of mirror (1400-> 0-> 1400),,Production,,4,119,2009-10-30 11:05:00-04,,JSN,48-162B,1400,On,-25000,,zero'd mirro voltage between this series and previous,Data0022,0x65556565
1286,320,mirror voltage scan+beam-stop rate decay,,Calibration,,4,109,2009-11-01 16:53:00-05,,HB,48-162B,999999,On,-25000,,"mirror voltage scan with TOF and e-trigger 
(regular proton gain) 
run 0: 0V mirror (grounded) 
run 1: 30 V 
run 2: 150 V 
run 3: 500 V 
run 4: 1400 V 
run 5-7 1 min runs 1400 V coincidence trigger 
run 8-20 1 min runs 1400 V calibration internal trigger 
during run 10 close beam gate 
somewhat later HV trips 
still scaler data should be useful for SB background rate ",Data0022,0x65556565
1287,321,,,Production,,4,123,2009-11-01 19:46:00-05,,HB,48-162B,1400,On,-25000,Reactor goes off/battery goes dead near end of series,"Reactor goes off around 3 am Nov 2. 
Batteries found to be dead (no e,p signals) morning of Nov. 2",Data0022,0x65556565
1288,322,SB source calibration,,Calibration,,4,124,2009-11-02 13:58:00-05,,HB,48-162B,0,Off,0,,"run 2: no source, hall background 
run 4: 241Am source 
run 6: 57Co source 
run 8: 241Am source 
previous: internal trigger; next external ""e""-only trigger 
run 10: 241Am source 
run 11: 57Co-source",Data0022,
1289,323,reactor off data,,Other,,4,125,2009-11-02 15:45:00-05,,HB,48-162B,0,Off,-25000,,,Data0022,
1291,324,reactor off data,,Other,,4,127,2009-11-03 07:15:00-05,,JSN,48-162B,1400,Off,-25000,,Rx=beam=off,Data0022,
1290,324,reactor off data,,Other,,4,127,2009-11-03 07:20:00-05,,JSN,48-162B,1400,Off,-25000,,Rx off,Data0022,
1292,325,reactor off data; testing 1.7 keV peak in bAPDs,,Other,,4,128,2009-11-04 09:30:00-05,,JSN,48-162B,0,Off,-25000,,"Rx=beam=off; 
Run0: mirror=0V HV=-25kV 
Run1: mirror=1400V HV=-25kV 
Run2: mirror=1400V HV=-20kV 
Run3: mirror=1400V HV=-15kV 
Run4: mirror=1400V HV=-10kV 
Run5: mirror=1400V HV=-5kV 
Run6: mirror=1400V HV=0V",Data0022,
1294,326,(almost) everything off data,,Other,,4,128,2009-11-03 11:20:00-05,,HB,48-162B,0,On,0,,"Rx=beam=off, magnet off, HV off, mirror off",Data0022,
